id,domain,text,label,discourse_subtype,discourse_tree_json,unsupported_nucleus,evidence_density,contrast_density,closure_strength,weak_to_strong_inference,support_balance,defeater_presence,nucleus_pressure
dcw_0688,scientific explanation,"retrieved documents suggests experimental artifact, but a timing inconsistency weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.104,0.608,0.454,0.045,0.189,0.991,0.624,0.348
dcw_0862,legal complaint,"The claim is supported by prior measurements. However, bank chargeback eligibility remains possible, so the conclusion is qualified.",grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.354,0.738,0.578,0.137,0.169,0.835,0.804,0.164
dcw_0413,scientific explanation,"an unverified assumption suggests a possibility, so the explanation concludes abductive explanation without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.774,0.283,0.047,0.595,0.526,0.038,0.237,0.987
dcw_0744,consumer dispute,"The claim is supported by transaction records. However, settlement eligibility remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.386,0.887,0.621,0.547,0.277,0.747,0.766,0.382
dcw_0144,scientific explanation,"a single ambiguous clue suggests a possibility, so the explanation concludes abductive explanation without considering alternatives.",hallucinated,contradiction_omission,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.757,0.109,0.085,0.685,0.914,0.044,0.347,0.842
dcw_0460,legal complaint,a weak correlation is mentioned. This clearly proves valid small-claims escalation. Therefore the conclusion is certain.,hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.841,0.151,0.048,0.932,0.72,0.229,0.094,0.66
dcw_0732,technical troubleshooting,The explanation preserves the contrast between OAuth token failure and database schema mismatch. The final conclusion follows only after weighing both.,grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.382,0.67,0.269,0.282,0.415,0.938,0.877,0.519
dcw_0060,travel planning,The reasoning jumps from a single ambiguous clue to permit requirement. No competing explanation is discussed.,hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.663,0.38,0.07,0.723,0.742,0.13,0.07,0.809
dcw_0167,legal complaint,"one anecdotal report suggests a possibility, so the explanation concludes breach of warranty without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.676,0.242,0.113,0.867,0.645,0.147,0.3,0.993
dcw_0826,consumer dispute,"Because witness statements and observed symptoms both support service non-performance, and the alternative refund entitlement is considered, the conclusion is cautiously accepted.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.395,1,0.492,0.461,0.02,0.528,0.41,0.368
dcw_0289,consumer dispute,"Although a known confounder could be relevant, it is ignored. Since one anecdotal report appears, misrepresentation must be true.",hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.819,0.284,0.223,0.804,0.762,0.352,0.108,0.706
dcw_0614,consumer dispute,"Because log messages and log messages both support settlement eligibility, and the alternative misrepresentation is considered, the conclusion is cautiously accepted.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.371,0.702,0.493,0.304,0.073,0.69,0.435,0.363
dcw_0787,medical diagnosis,The explanation preserves the contrast between colon cancer and a medication side effect. The final conclusion follows only after weighing both.,grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.216,0.869,0.72,0.093,0.045,0.642,0.395,0.231
dcw_0452,travel planning,a superficial similarity is mentioned. This clearly proves permit requirement. Therefore the conclusion is certain.,hallucinated,contradiction_omission,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.896,0.067,0.052,0.602,0.951,0.406,0.156,0.768
dcw_0508,legal complaint,"log messages provides evidence, while a timing inconsistency acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.392,0.712,0.504,0.294,0.085,0.51,0.62,0.248
dcw_0916,financial reasoning,The explanation preserves the contrast between portfolio concentration risk and expense misclassification. The final conclusion follows only after weighing both.,grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.187,0.806,0.588,0.433,0.26,0.911,0.513,0.138
dcw_0277,technical troubleshooting,a single ambiguous clue is mentioned. This clearly proves OAuth token failure. Therefore the conclusion is certain.,hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.853,0.369,0.027,0.969,0.738,0.194,0.313,0.671
dcw_0287,travel planning,"Although an alternative explanation could be relevant, it is ignored. Since a superficial similarity appears, weather-related risk must be true.",hallucinated,contradiction_omission,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.596,0.029,0.108,0.797,0.513,0.218,0.268,0.587
dcw_0994,medical diagnosis,"log messages suggests colon cancer, but a known confounder weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,consistent_abduction,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.214,0.967,0.278,0.202,0.01,0.886,0.404,0.515
dcw_0930,medical diagnosis,"log messages provides evidence, while a known confounder acts as a defeater. The conclusion is limited rather than absolute.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.016,0.941,0.465,0.021,0.262,0.994,0.649,0.452
dcw_0378,medical diagnosis,"a medication side effect is asserted as the central conclusion, while the available evidence is only an unverified assumption.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.569,0.333,0.324,0.629,0.893,0.267,0.041,0.953
dcw_0748,medical diagnosis,"Because prior measurements and log messages both support gout, and the alternative a medication side effect is considered, the conclusion is cautiously accepted.",grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.3,0.698,0.554,0.086,0.263,0.793,0.617,0.228
dcw_0052,financial reasoning,The reasoning jumps from a weak correlation to high-risk investment. No competing explanation is discussed.,hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.768,0.013,0.221,0.91,0.855,0.171,0.005,0.734
dcw_0148,medical diagnosis,"a vague symptom suggests a possibility, so the explanation concludes colon cancer without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.835,0.353,0.158,0.653,0.777,0.206,0.023,0.814
dcw_0643,travel planning,"The claim is supported by policy text. However, permit requirement remains possible, so the conclusion is qualified.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.272,1,0.636,0.533,0.262,0.719,0.411,0.06
dcw_0422,scientific explanation,"measurement bias is asserted as the central conclusion, while the available evidence is only a weak correlation.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.81,0.096,0.337,0.884,0.734,0.515,0.065,0.826
dcw_0941,scientific explanation,"retrieved documents provides evidence, while an alternative explanation acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.214,0.904,0.757,0.47,0.417,0.664,0.722,0.097
dcw_0454,medical diagnosis,"Although a timing inconsistency could be relevant, it is ignored. Since a weak correlation appears, gout must be true.",hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.577,0.009,0.202,0.799,0.634,0.357,0.109,0.603
dcw_0597,scientific explanation,The explanation preserves the contrast between abductive explanation and causal mechanism. The final conclusion follows only after weighing both.,grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.109,0.501,0.495,0.523,0.334,0.67,0.286,0.216
dcw_0201,scientific explanation,"Although a timing inconsistency could be relevant, it is ignored. Since an unverified assumption appears, measurement bias must be true.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.753,0.36,0.012,0.559,0.631,0.058,0.042,0.95
dcw_0535,consumer dispute,"The claim is supported by retrieved documents. However, misrepresentation remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.05,0.485,0.269,0.129,0.218,0.868,0.256,0.146
dcw_0964,legal complaint,"Because witness statements and retrieved documents both support bank chargeback eligibility, and the alternative valid small-claims escalation is considered, the conclusion is cautiously accepted.",grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.152,0.794,0.829,0.179,0.386,0.646,0.743,0.293
dcw_0182,legal complaint,an unverified assumption is mentioned. This clearly proves merchant liability. Therefore the conclusion is certain.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.911,0.321,0.229,0.651,0.624,0.504,0.112,0.922
dcw_0982,technical troubleshooting,"The claim is supported by observed symptoms. However, SSL certificate problem remains possible, so the conclusion is qualified.",grounded,evidence_integration,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.366,1,0.42,0.403,0.433,0.804,0.606,0.261
dcw_0465,technical troubleshooting,"database schema mismatch is asserted as the central conclusion, while the available evidence is only one anecdotal report.",hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.666,0.375,0.106,0.74,0.753,0.403,0.295,0.667
dcw_0056,consumer dispute,The reasoning jumps from a weak correlation to refund entitlement. No competing explanation is discussed.,hallucinated,contradiction_omission,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.787,0.206,0.088,0.734,0.827,0.085,0.164,0.986
dcw_0330,medical diagnosis,"gout is asserted as the central conclusion, while the available evidence is only an unverified assumption.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.657,0.265,0.166,0.735,0.54,0.33,0.03,0.796
dcw_0756,travel planning,The explanation preserves the contrast between route safety and weather-related risk. The final conclusion follows only after weighing both.,grounded,evidence_integration,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.308,0.8,0.716,0.281,0.292,0.686,0.331,0.08
dcw_0875,financial reasoning,The explanation preserves the contrast between income stability and high-risk investment. The final conclusion follows only after weighing both.,grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.006,0.497,0.403,0.478,0.261,0.757,0.426,0.387
dcw_0931,financial reasoning,"policy text provides evidence, while an alternative explanation acts as a defeater. The conclusion is limited rather than absolute.",grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.246,0.739,0.791,0.156,0.029,0.783,0.419,0.354
dcw_0645,medical diagnosis,"The claim is supported by log messages. However, appendicitis remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.274,0.851,0.263,0.538,0.385,0.813,0.342,0.274
dcw_0301,travel planning,The reasoning jumps from an unverified assumption to route safety. No competing explanation is discussed.,hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.619,0.127,0.143,0.695,0.548,0.362,0.005,0.972
dcw_0083,technical troubleshooting,"a vague symptom suggests a possibility, so the explanation concludes database schema mismatch without considering alternatives.",hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.816,0.158,0.026,0.758,0.519,0.203,0.1,0.84
dcw_0286,travel planning,"a weak correlation suggests a possibility, so the explanation concludes weather-related risk without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.901,0.422,0.262,0.784,0.725,0.092,0.105,0.606
dcw_0664,legal complaint,"policy text suggests valid small-claims escalation, but a contradictory observation weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.065,0.898,0.776,0.106,0.262,0.796,0.685,0.112
dcw_0813,scientific explanation,The explanation preserves the contrast between causal mechanism and measurement bias. The final conclusion follows only after weighing both.,grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.381,0.544,0.614,0.307,0.026,0.641,0.814,0.081
dcw_0058,travel planning,The reasoning jumps from a superficial similarity to route safety. No competing explanation is discussed.,hallucinated,contradiction_omission,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.862,0.407,0.006,0.908,0.647,0.206,0.051,0.789
dcw_0541,legal complaint,"observed symptoms suggests bank chargeback eligibility, but a timing inconsistency weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.068,0.969,0.705,0.058,0.447,0.466,0.854,0.18
dcw_0385,legal complaint,a superficial similarity is mentioned. This clearly proves valid small-claims escalation. Therefore the conclusion is certain.,hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.952,0.15,0.011,0.742,0.635,0.52,0.19,0.908
dcw_0068,travel planning,"route safety is asserted as the central conclusion, while the available evidence is only a single ambiguous clue.",hallucinated,contradiction_omission,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.581,0.344,0.025,0.647,0.935,0.181,0.052,0.955
dcw_0050,scientific explanation,"an unverified assumption suggests a possibility, so the explanation concludes measurement bias without considering alternatives.",hallucinated,contradiction_omission,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.7,0.302,0.105,0.698,0.847,0.159,0.331,0.916
dcw_0027,scientific explanation,"Although a contradictory observation could be relevant, it is ignored. Since a vague symptom appears, abductive explanation must be true.",hallucinated,contradiction_omission,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.904,0.273,0.039,0.749,0.838,0.281,0.278,0.982
dcw_0343,technical troubleshooting,"Although a timing inconsistency could be relevant, it is ignored. Since a weak correlation appears, OAuth token failure must be true.",hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.708,0.143,0.017,0.867,0.642,0.135,0.025,0.826
dcw_0627,financial reasoning,"prior measurements suggests expense misclassification, but a policy exception weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,defeater_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.141,0.944,0.783,0.247,0.4,0.977,0.414,0.225
dcw_0198,financial reasoning,"portfolio concentration risk is asserted as the central conclusion, while the available evidence is only one anecdotal report.",hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.65,0.265,0.061,0.688,0.844,0.07,0.255,0.977
dcw_0685,financial reasoning,"The claim is supported by witness statements. However, portfolio concentration risk remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.383,0.996,0.618,0.549,0.284,0.854,0.6,0.067
dcw_0084,scientific explanation,The reasoning jumps from a weak correlation to measurement bias. No competing explanation is discussed.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.843,0.145,0.166,0.618,0.531,0.057,0.315,0.705
dcw_0077,technical troubleshooting,"Although an alternative explanation could be relevant, it is ignored. Since a weak correlation appears, database schema mismatch must be true.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.889,0.022,0.029,0.749,0.712,0.334,0.051,0.647
dcw_0207,legal complaint,"Although missing evidence could be relevant, it is ignored. Since one anecdotal report appears, merchant liability must be true.",hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.569,0.035,0.239,0.641,0.911,0.081,0.208,0.694
dcw_0516,legal complaint,"retrieved documents provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.071,0.518,0.732,0.093,0.302,0.456,0.428,0.242
dcw_0397,financial reasoning,The reasoning jumps from an unverified assumption to high-risk investment. No competing explanation is discussed.,hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.624,0.328,0.314,0.878,0.707,0.46,0.209,0.615
dcw_0892,legal complaint,"observed symptoms suggests merchant liability, but a timing inconsistency weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.264,0.75,0.612,0.263,0.437,0.811,0.628,0.064
dcw_0120,financial reasoning,"a single ambiguous clue suggests a possibility, so the explanation concludes income stability without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.845,0.336,0.075,0.923,0.636,0.309,0.033,0.599
dcw_0957,legal complaint,The explanation preserves the contrast between breach of warranty and bank chargeback eligibility. The final conclusion follows only after weighing both.,grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.386,0.752,0.323,0.002,0.095,0.511,0.703,0.227
dcw_0065,scientific explanation,The reasoning jumps from a superficial similarity to abductive explanation. No competing explanation is discussed.,hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.686,0.184,0.049,0.976,0.652,0.271,0.034,0.949
dcw_0399,consumer dispute,The reasoning jumps from a single ambiguous clue to refund entitlement. No competing explanation is discussed.,hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.883,0.101,0.277,0.619,0.65,0.352,0.223,0.606
dcw_0401,technical troubleshooting,"Although a timing inconsistency could be relevant, it is ignored. Since one anecdotal report appears, OAuth token failure must be true.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.757,0.312,0.125,0.574,0.681,0.35,0.334,0.572
dcw_0615,travel planning,"The claim is supported by witness statements. However, route safety remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.007,0.963,0.317,0.412,0.281,0.75,0.662,0.277
dcw_0887,scientific explanation,The explanation preserves the contrast between measurement bias and abductive explanation. The final conclusion follows only after weighing both.,grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.245,0.502,0.694,0.326,0.304,0.466,0.579,0.038
dcw_0527,consumer dispute,"transaction records provides evidence, while a policy exception acts as a defeater. The conclusion is limited rather than absolute.",grounded,defeater_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.173,0.536,0.87,0.265,0.343,0.685,0.304,0.499
dcw_0684,technical troubleshooting,"transaction records provides evidence, while a contradictory observation acts as a defeater. The conclusion is limited rather than absolute.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.042,0.566,0.454,0.394,0.334,0.881,0.713,0.517
dcw_0007,financial reasoning,"high-risk investment is asserted as the central conclusion, while the available evidence is only one anecdotal report.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.723,0.268,0.164,0.663,0.777,0.518,0.238,0.602
dcw_0002,legal complaint,The reasoning jumps from a vague symptom to bank chargeback eligibility. No competing explanation is discussed.,hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.675,0.097,0.267,0.596,0.69,0.197,0.12,0.669
dcw_0230,consumer dispute,a single ambiguous clue is mentioned. This clearly proves misrepresentation. Therefore the conclusion is certain.,hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.73,0.205,0.292,0.86,0.739,0.232,0.109,0.625
dcw_0771,consumer dispute,"Because observed symptoms and retrieved documents both support misrepresentation, and the alternative refund entitlement is considered, the conclusion is cautiously accepted.",grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.333,0.463,0.528,0.21,0.251,0.856,0.768,0.34
